<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.19	15:00:00	0.80532	0.80579	0.80482	0.80549	1328	0	12
2025.08.19	16:00:00	0.80550	0.80591	0.80519	0.80531	1583	0	12
2025.08.19	17:00:00	0.80533	0.80643	0.80519	0.80613	1906	0	12
2025.08.19	18:00:00	0.80612	0.80703	0.80586	0.80696	1416	0	12
2025.08.19	19:00:00	0.80696	0.80730	0.80659	0.80714	1152	0	12
2025.08.19	20:00:00	0.80715	0.80733	0.80689	0.80722	802	0	12
2025.08.19	21:00:00	0.80721	0.80782	0.80720	0.80759	736	0	12
2025.08.19	22:00:00	0.80757	0.80775	0.80743	0.80766	683	0	12
2025.08.19	23:00:00	0.80767	0.80786	0.80748	0.80754	558	0	12
2025.08.20	00:00:00	0.80622	0.80752	0.80608	0.80635	988	0	75
2025.08.20	01:00:00	0.80679	0.80767	0.80677	0.80751	1116	0	12
2025.08.20	02:00:00	0.80741	0.80797	0.80741	0.80777	568	0	13
2025.08.20	03:00:00	0.80777	0.80911	0.80776	0.80851	1216	0	12
2025.08.20	04:00:00	0.80850	0.80903	0.80830	0.80876	1594	0	12
2025.08.20	05:00:00	0.80876	0.80922	0.80872	0.80881	1430	0	12
2025.08.20	06:00:00	0.80880	0.80880	0.80808	0.80833	901	0	12
2025.08.20	07:00:00	0.80832	0.80841	0.80801	0.80839	671	0	13
2025.08.20	08:00:00	0.80838	0.80844	0.80801	0.80817	560	0	12
2025.08.20	09:00:00	0.80823	0.80891	0.80789	0.80829	1543	0	12
2025.08.20	10:00:00	0.80829	0.80850	0.80756	0.80799	1361	0	12
2025.08.20	11:00:00	0.80800	0.80829	0.80774	0.80787	1044	0	12
2025.08.20	12:00:00	0.80788	0.80813	0.80709	0.80720	861	0	12
2025.08.20	13:00:00	0.80720	0.80732	0.80665	0.80728	842	0	12
2025.08.20	14:00:00	0.80728	0.80765	0.80707	0.80732	746	0	12
2025.08.20	15:00:00	0.80731	0.80731	0.80559	0.80564	1740	0	12
2025.08.20	16:00:00	0.80564	0.80643	0.80499	0.80520	1883	0	12
2025.08.20	17:00:00	0.80520	0.80545	0.80328	0.80377	2751	0	12
2025.08.20	18:00:00	0.80377	0.80457	0.80368	0.80436	2218	0	12
2025.08.20	19:00:00	0.80435	0.80444	0.80364	0.80391	1146	0	12
2025.08.20	20:00:00	0.80392	0.80399	0.80305	0.80330	982	0	12
2025.08.20	21:00:00	0.80327	0.80407	0.80318	0.80396	1108	0	12
2025.08.20	22:00:00	0.80398	0.80405	0.80345	0.80405	669	0	12
2025.08.20	23:00:00	0.80401	0.80436	0.80389	0.80397	531	0	12
2025.08.21	00:00:00	0.80319	0.80425	0.80300	0.80326	513	0	20
2025.08.21	01:00:00	0.80357	0.80395	0.80320	0.80387	632	0	14
2025.08.21	02:00:00	0.80386	0.80418	0.80386	0.80405	401	0	13
2025.08.21	03:00:00	0.80406	0.80492	0.80398	0.80433	1325	0	12
2025.08.21	04:00:00	0.80434	0.80498	0.80406	0.80491	1349	0	12
2025.08.21	05:00:00	0.80492	0.80509	0.80463	0.80491	978	0	12
2025.08.21	06:00:00	0.80491	0.80519	0.80477	0.80503	806	0	12
2025.08.21	07:00:00	0.80503	0.80529	0.80469	0.80526	659	0	12
2025.08.21	08:00:00	0.80525	0.80546	0.80476	0.80478	915	0	12
2025.08.21	09:00:00	0.80475	0.80634	0.80460	0.80593	1548	0	12
2025.08.21	10:00:00	0.80593	0.80644	0.80467	0.80490	1613	0	12
2025.08.21	11:00:00	0.80489	0.80542	0.80481	0.80519	997	0	12
2025.08.21	12:00:00	0.80517	0.80533	0.80486	0.80529	943	0	12
2025.08.21	13:00:00	0.80531	0.80597	0.80526	0.80589	935	0	12
2025.08.21	14:00:00	0.80588	0.80681	0.80537	0.80654	1198	0	12
2025.08.21	15:00:00	0.80652	0.80685	0.80509	0.80611	2014	0	12
2025.08.21	16:00:00	0.80611	0.80787	0.80578	0.80744	2547	0	12
2025.08.21	17:00:00	0.80743	0.80830	0.80680	0.80791	2739	0	12
2025.08.21	18:00:00	0.80790	0.80890	0.80724	0.80844	2641	0	12
2025.08.21	19:00:00	0.80843	0.80871	0.80807	0.80807	946	0	12
2025.08.21	20:00:00	0.80806	0.80840	0.80785	0.80824	866	0	12
2025.08.21	21:00:00	0.80826	0.80882	0.80811	0.80881	835	0	12
2025.08.21	22:00:00	0.80881	0.80898	0.80857	0.80889	544	0	12
2025.08.21	23:00:00	0.80890	0.80896	0.80857	0.80857	459	0	12
2025.08.22	00:00:00	0.80739	0.80853	0.80735	0.80750	651	0	54
2025.08.22	01:00:00	0.80739	0.80857	0.80739	0.80849	952	0	12
2025.08.22	02:00:00	0.80849	0.80884	0.80847	0.80865	595	0	12
2025.08.22	03:00:00	0.80869	0.80895	0.80859	0.80881	977	0	12
2025.08.22	04:00:00	0.80881	0.80984	0.80870	0.80972	1223	0	12
2025.08.22	05:00:00	0.80972	0.81007	0.80895	0.80912	1021	0	12
2025.08.22	06:00:00	0.80911	0.81011	0.80911	0.80989	1202	0	12
2025.08.22	07:00:00	0.80989	0.81032	0.80966	0.81029	826	0	12
2025.08.22	08:00:00	0.81027	0.81035	0.80980	0.80993	782	0	12
2025.08.22	09:00:00	0.80993	0.81024	0.80951	0.81003	1396	0	12
2025.08.22	10:00:00	0.81004	0.81006	0.80893	0.80943	1440	0	12
2025.08.22	11:00:00	0.80942	0.80977	0.80924	0.80927	1261	0	12
2025.08.22	12:00:00	0.80927	0.80955	0.80909	0.80953	927	0	12
2025.08.22	13:00:00	0.80953	0.80954	0.80860	0.80884	944	0	12
2025.08.22	14:00:00	0.80884	0.80896	0.80813	0.80825	1008	0	12
2025.08.22	15:00:00	0.80825	0.80837	0.80784	0.80805	1118	0	12
2025.08.22	16:00:00	0.80804	0.80879	0.80753	0.80862	1427	0	12
2025.08.22	17:00:00	0.80863	0.80863	0.80104	0.80147	6619	0	12
2025.08.22	18:00:00	0.80147	0.80163	0.80015	0.80155	3043	0	12
2025.08.22	19:00:00	0.80154	0.80172	0.80108	0.80126	1846	0	12
2025.08.22	20:00:00	0.80124	0.80125	0.79996	0.80036	1684	0	12
2025.08.22	21:00:00	0.80036	0.80106	0.80017	0.80102	1058	0	12
2025.08.22	22:00:00	0.80102	0.80143	0.80098	0.80120	768	0	12
2025.08.22	23:00:00	0.80120	0.80155	0.80093	0.80115	697	0	12
2025.08.25	00:00:00	0.80007	0.80164	0.79967	0.80023	1140	0	43
2025.08.25	01:00:00	0.80035	0.80236	0.80025	0.80221	752	0	12
2025.08.25	02:00:00	0.80222	0.80258	0.80207	0.80237	714	0	12
2025.08.25	03:00:00	0.80240	0.80325	0.80240	0.80291	1190	0	12
2025.08.25	04:00:00	0.80291	0.80341	0.80239	0.80330	1104	0	12
2025.08.25	05:00:00	0.80330	0.80347	0.80309	0.80329	718	0	12
2025.08.25	06:00:00	0.80329	0.80330	0.80249	0.80262	672	0	12
